age,annual_income,monthly_visits,device,region,customer_segment
68.0,74538.49,3.0,tablet,North,Premium
26.0,43197.65,4.0,desktop,West,Regular
63.0,47522.97,7.0,mobile,West,Regular
44.0,62445.48,8.0,desktop,South,Premium
34.0,40283.76,9.0,desktop,West,Regular
62.0,72354.4,5.0,mobile,West,Regular
53.0,69128.43,10.0,desktop,South,Premium
23.0,12000.0,5.0,desktop,West,Budget
67.0,42253.22,9.0,mobile,South,Regular
39.0,33854.7,6.0,mobile,North,Regular
36.0,71519.74,7.0,mobile,North,Regular
38.0,73706.75,4.0,mobile,North,Regular
62.0,31527.54,3.0,mobile,East,Budget
32.0,41635.24,8.0,desktop,East,Regular
59.0,53594.09,6.0,desktop,South,Regular
59.0,47892.98,7.0,mobile,East,Regular
64.0,69386.53,5.0,mobile,North,Regular
60.0,74515.24,1.0,desktop,North,Regular
22.0,66864.44,4.0,mobile,East,Regular
23.0,76731.95,11.0,desktop,East,Premium
65.0,73671.64,5.0,desktop,West,Regular
41.0,,5.0,mobile,North,Regular
69.0,46630.47,3.0,desktop,West,Premium
26.0,40634.47,7.0,desktop,East,Regular
30.0,,7.0,desktop,North,Premium
40.0,72774.98,9.0,desktop,West,Premium
50.0,75252.04,8.0,tablet,South,Regular
27.0,48757.93,4.0,tablet,East,Regular
22.0,47513.17,4.0,mobile,North,Regular
47.0,60451.68,9.0,mobile,North,Regular
49.0,79929.32,7.0,desktop,West,Premium
38.0,62266.71,5.0,mobile,East,Regular
54.0,59663.07,9.0,mobile,East,Regular
25.0,38956.05,5.0,tablet,West,Regular
56.0,63979.24,5.0,desktop,North,Regular
20.0,65845.77,5.0,mobile,North,Regular
62.0,36517.39,2.0,mobile,West,Budget
68.0,89871.95,7.0,desktop,South,Premium
33.0,37127.36,7.0,desktop,West,Regular
39.0,73565.65,9.0,desktop,South,Premium
24.0,51235.59,5.0,desktop,North,Regular
60.0,58428.01,4.0,mobile,North,Regular
60.0,39748.27,5.0,mobile,East,Regular
33.0,44138.83,9.0,mobile,North,Regular
19.0,,4.0,mobile,North,Regular
41.0,51427.99,3.0,desktop,South,Regular
30.0,48528.46,10.0,mobile,North,Regular
58.0,72767.84,3.0,desktop,North,Regular
30.0,69308.98,11.0,desktop,North,Premium
69.0,58528.07,9.0,mobile,South,Regular
58.0,59842.31,7.0,mobile,North,Regular
50.0,89193.63,6.0,mobile,North,Premium
40.0,51968.25,6.0,mobile,West,Regular
18.0,62945.93,6.0,tablet,West,Regular
61.0,63673.92,2.0,tablet,East,Premium
45.0,27701.11,6.0,tablet,West,Budget
52.0,17201.61,5.0,mobile,North,Budget
23.0,57791.09,11.0,mobile,North,Premium
61.0,72373.85,4.0,mobile,South,Regular
23.0,59260.5,4.0,mobile,South,Regular
58.0,44781.27,7.0,mobile,West,Regular
33.0,42382.45,3.0,mobile,North,Budget
63.0,71293.97,5.0,mobile,South,Regular
35.0,49425.33,7.0,desktop,East,Regular
32.0,23589.5,6.0,mobile,West,Regular
51.0,68699.52,6.0,mobile,West,Regular
36.0,59986.41,2.0,desktop,East,Regular
37.0,62792.85,6.0,desktop,South,Regular
50.0,75784.25,3.0,mobile,East,Regular
33.0,81364.24,6.0,desktop,North,Premium
48.0,66315.58,5.0,mobile,North,Regular
50.0,51854.52,9.0,tablet,West,Regular
58.0,13618.06,1.0,mobile,South,Budget
53.0,61108.4,8.0,tablet,West,Regular
60.0,52346.66,5.0,desktop,East,Regular
35.0,81254.04,0.0,mobile,South,Regular
33.0,80420.58,6.0,tablet,South,Regular
67.0,64651.08,5.0,mobile,South,Regular
24.0,82249.63,10.0,desktop,North,Premium
54.0,53810.82,6.0,mobile,North,Regular
56.0,54416.5,5.0,tablet,East,Regular
69.0,38619.56,5.0,mobile,South,Budget
53.0,49156.47,2.0,mobile,South,Budget
50.0,59439.63,6.0,desktop,West,Regular
32.0,76108.48,5.0,tablet,North,Regular
51.0,40813.55,5.0,mobile,North,Budget
20.0,71043.59,11.0,mobile,North,Premium
42.0,101345.07,7.0,tablet,East,Premium
19.0,,7.0,mobile,South,Regular
38.0,50184.14,5.0,desktop,East,Regular
30.0,55680.6,5.0,mobile,East,Regular
68.0,75054.58,5.0,mobile,East,Regular
32.0,94405.39,10.0,mobile,East,Premium
60.0,79558.18,8.0,mobile,West,Regular
28.0,,2.0,mobile,South,Regular
31.0,38532.11,4.0,desktop,West,Regular
20.0,54158.0,6.0,desktop,East,Regular
53.0,54501.67,10.0,mobile,North,Regular
26.0,60058.87,9.0,desktop,East,Premium
60.0,37660.04,3.0,desktop,East,Budget
36.0,85294.83,9.0,mobile,West,Premium
21.0,41027.49,3.0,desktop,South,Regular
22.0,68673.05,6.0,desktop,East,Premium
48.0,59469.38,5.0,desktop,North,Regular
28.0,33675.83,13.0,mobile,South,Regular
22.0,56552.97,5.0,mobile,East,Regular
40.0,55636.72,8.0,desktop,North,Regular
40.0,51539.85,6.0,mobile,East,Regular
62.0,71145.49,3.0,desktop,West,Regular
65.0,45893.68,7.0,mobile,North,Regular
63.0,105406.59,4.0,tablet,North,Premium
43.0,77490.67,8.0,mobile,South,Premium
39.0,37189.04,1.0,mobile,East,Budget
23.0,12000.0,1.0,mobile,West,Budget
24.0,,15.0,desktop,West,Premium
40.0,60177.69,11.0,desktop,South,Premium
31.0,56829.92,2.0,desktop,North,Regular
56.0,35966.24,5.0,mobile,West,Budget
53.0,26798.11,5.0,mobile,North,Budget
57.0,18442.12,7.0,tablet,East,Budget
39.0,105852.25,8.0,mobile,West,Premium
24.0,86860.69,4.0,mobile,East,Regular
47.0,44309.37,5.0,mobile,North,Regular
64.0,92243.1,9.0,mobile,East,Premium
56.0,18603.36,11.0,desktop,South,Regular
52.0,68987.79,9.0,mobile,South,Regular
52.0,69116.26,6.0,desktop,West,Regular
62.0,38189.05,5.0,mobile,East,Budget
62.0,46175.86,3.0,mobile,North,Budget
18.0,34561.38,10.0,desktop,North,Regular
22.0,55989.64,4.0,mobile,East,Regular
43.0,81145.49,9.0,mobile,West,Premium
33.0,74825.14,5.0,mobile,North,Regular
67.0,63392.72,7.0,desktop,South,Regular
19.0,77251.09,3.0,mobile,South,Regular
53.0,19817.37,2.0,mobile,North,Budget
45.0,95141.03,2.0,desktop,West,Premium
25.0,54125.58,7.0,desktop,West,Regular
49.0,29065.9,8.0,tablet,North,Regular
43.0,47545.24,10.0,desktop,West,Regular
31.0,42249.95,10.0,mobile,South,Regular
24.0,56979.46,6.0,tablet,South,Regular
20.0,61310.94,4.0,mobile,North,Regular
66.0,12000.0,11.0,mobile,South,Budget
42.0,80095.4,5.0,tablet,West,Regular
53.0,89370.59,6.0,desktop,North,Premium
26.0,34561.29,7.0,desktop,South,Regular
66.0,84368.49,8.0,tablet,North,Premium
28.0,80059.33,8.0,tablet,West,Premium
61.0,75201.58,7.0,mobile,West,Regular
37.0,87478.5,4.0,desktop,East,Premium
26.0,27507.4,3.0,desktop,West,Regular
67.0,69488.01,6.0,mobile,South,Regular
26.0,34990.83,4.0,desktop,North,Regular
36.0,102134.32,10.0,mobile,East,Premium
29.0,35780.78,6.0,tablet,East,Regular
54.0,30733.43,11.0,mobile,East,Regular
67.0,77391.22,5.0,desktop,North,Regular
37.0,67432.19,3.0,mobile,West,Regular
29.0,55632.53,6.0,desktop,West,Regular
39.0,57795.07,2.0,mobile,North,Regular
45.0,67276.82,5.0,mobile,West,Regular
25.0,89439.74,8.0,mobile,East,Premium
34.0,40888.35,5.0,mobile,South,Regular
27.0,43914.37,5.0,mobile,East,Regular
54.0,43568.98,12.0,desktop,West,Premium
58.0,53599.56,5.0,mobile,West,Regular
26.0,55300.6,5.0,mobile,South,Budget
40.0,29427.97,8.0,desktop,North,Regular
56.0,61087.32,12.0,mobile,West,Premium
32.0,29864.52,3.0,mobile,South,Budget
24.0,48859.63,6.0,mobile,West,Regular
69.0,50083.77,5.0,desktop,South,Budget
32.0,50205.18,3.0,mobile,North,Regular
63.0,84603.84,5.0,mobile,North,Regular
37.0,87700.44,3.0,desktop,East,Premium
31.0,76546.68,4.0,desktop,North,Premium
31.0,86629.15,6.0,mobile,South,Premium
40.0,49334.49,3.0,mobile,West,Regular
51.0,83136.23,6.0,mobile,North,Regular
47.0,53991.53,3.0,mobile,South,Regular
55.0,59585.12,8.0,mobile,East,Regular
26.0,60479.57,8.0,desktop,South,Premium
54.0,28362.89,9.0,tablet,East,Regular
40.0,42858.68,5.0,desktop,North,Regular
64.0,51854.81,3.0,tablet,West,Premium
32.0,62322.33,2.0,desktop,North,Regular
45.0,52503.58,1.0,mobile,North,Budget
60.0,38014.65,4.0,tablet,South,Budget
25.0,31909.54,7.0,tablet,South,Regular
22.0,55216.52,5.0,mobile,West,Budget
63.0,31411.76,7.0,mobile,North,Budget
69.0,31499.8,10.0,desktop,West,Regular
36.0,52957.78,9.0,desktop,East,Premium
30.0,58574.81,8.0,mobile,West,Regular
59.0,38443.28,9.0,mobile,South,Regular
35.0,19436.08,5.0,desktop,West,Budget
39.0,60739.68,6.0,desktop,South,Regular
21.0,71351.5,2.0,desktop,East,Regular
19.0,46853.87,6.0,desktop,South,Regular
65.0,47504.98,4.0,mobile,West,Budget
21.0,12000.0,6.0,tablet,West,Budget
61.0,73043.52,6.0,desktop,West,Regular
59.0,33117.11,6.0,mobile,North,Budget
21.0,69386.12,4.0,mobile,West,Regular
69.0,43225.89,4.0,mobile,South,Budget
45.0,52167.19,8.0,desktop,North,Regular
41.0,51253.89,6.0,desktop,West,Regular
38.0,19058.37,5.0,mobile,West,Regular
27.0,109998.83,11.0,mobile,West,Premium
49.0,23742.04,3.0,mobile,East,Budget
66.0,57201.55,9.0,desktop,East,Regular
35.0,38753.51,11.0,mobile,North,Regular
32.0,50273.76,10.0,desktop,East,Premium
67.0,82534.08,2.0,desktop,East,Regular
29.0,17749.5,4.0,desktop,North,Budget
29.0,52157.51,5.0,mobile,North,Regular
20.0,64851.57,11.0,mobile,South,Premium
60.0,57412.52,5.0,desktop,West,Regular
50.0,62938.2,4.0,tablet,South,Regular
31.0,40000.17,8.0,mobile,East,Regular
23.0,22205.49,7.0,mobile,North,Budget
51.0,28775.37,3.0,mobile,North,Budget
27.0,46816.81,2.0,mobile,North,Budget
40.0,69844.15,7.0,mobile,West,Regular
22.0,56612.83,4.0,mobile,West,Regular
45.0,87077.98,7.0,mobile,South,Premium
47.0,57013.98,7.0,mobile,North,Regular
45.0,58871.8,1.0,mobile,East,Budget
55.0,59006.05,6.0,mobile,North,Regular
50.0,20373.19,6.0,tablet,South,Budget
58.0,66524.65,11.0,mobile,South,Premium
21.0,32790.88,10.0,desktop,South,Regular
58.0,47408.77,4.0,mobile,East,Budget
21.0,101872.86,4.0,mobile,South,Premium
61.0,30278.48,7.0,mobile,East,Budget
68.0,57369.89,6.0,tablet,North,Regular
56.0,60839.2,5.0,mobile,North,Regular
31.0,57581.89,5.0,mobile,South,Premium
24.0,55073.97,8.0,tablet,East,Regular
36.0,43836.62,5.0,mobile,East,Regular
33.0,94844.45,3.0,tablet,East,Regular
30.0,14875.64,7.0,desktop,East,Regular
36.0,34477.28,9.0,mobile,North,Budget
51.0,84676.65,5.0,mobile,West,Regular
39.0,65979.33,7.0,mobile,North,Regular
69.0,39697.23,6.0,mobile,West,Budget
64.0,37034.7,6.0,mobile,North,Budget
38.0,50017.35,2.0,mobile,North,Budget
68.0,107795.04,12.0,desktop,North,Premium
34.0,64869.18,9.0,desktop,North,Premium
47.0,34376.92,6.0,mobile,South,Budget
36.0,59765.05,8.0,mobile,East,Regular
51.0,42475.26,6.0,mobile,West,Regular
19.0,84967.43,14.0,mobile,North,Premium
43.0,60879.0,6.0,desktop,South,Regular
22.0,80208.59,7.0,desktop,South,Premium
33.0,58225.09,5.0,mobile,North,Regular
20.0,95776.7,2.0,mobile,North,Regular
49.0,63237.21,7.0,mobile,West,Regular
34.0,60616.07,6.0,mobile,North,Regular
37.0,34610.68,6.0,mobile,West,Regular
69.0,46571.86,6.0,mobile,North,Regular
55.0,62802.53,6.0,desktop,South,Regular
25.0,45070.75,4.0,mobile,South,Regular
35.0,104754.16,8.0,mobile,North,Premium
46.0,54776.91,5.0,mobile,East,Regular
25.0,39771.01,3.0,desktop,South,Regular
28.0,74753.64,5.0,mobile,West,Regular
52.0,44410.1,2.0,mobile,East,Budget
19.0,63140.58,6.0,desktop,South,Premium
57.0,53135.48,6.0,mobile,East,Regular
61.0,40598.25,0.0,tablet,North,Budget
39.0,82768.0,7.0,mobile,North,Premium
24.0,56832.95,4.0,mobile,North,Regular
43.0,76761.96,3.0,mobile,East,Regular
25.0,48218.23,4.0,desktop,West,Regular
27.0,26462.77,6.0,mobile,East,Budget
60.0,30132.34,10.0,mobile,South,Regular
66.0,44632.51,9.0,mobile,East,Regular
30.0,51326.85,8.0,mobile,West,Regular
69.0,56105.75,5.0,desktop,West,Regular
28.0,65264.04,7.0,desktop,West,Premium
67.0,30145.02,4.0,desktop,South,Budget
67.0,59589.96,3.0,desktop,North,Regular
18.0,30638.83,5.0,mobile,West,Budget
28.0,41323.92,2.0,mobile,East,Budget
48.0,106306.03,8.0,desktop,West,Premium
61.0,80477.85,10.0,mobile,South,Budget
43.0,47744.46,6.0,tablet,North,Regular
33.0,90849.66,11.0,desktop,South,Premium
53.0,83380.14,6.0,mobile,West,Regular
47.0,72784.78,6.0,mobile,South,Regular
47.0,84352.07,7.0,mobile,East,Premium
34.0,50043.91,7.0,mobile,West,Regular
68.0,52502.83,9.0,mobile,West,Regular
35.0,37808.21,6.0,mobile,West,Regular
43.0,66669.99,5.0,mobile,North,Regular
66.0,29924.36,9.0,mobile,South,Regular
40.0,44929.92,4.0,desktop,North,Regular
65.0,64172.99,5.0,mobile,East,Regular
40.0,44905.94,5.0,mobile,West,Regular
27.0,61940.7,5.0,desktop,East,Regular
68.0,91499.67,2.0,tablet,West,Regular
55.0,35301.31,6.0,tablet,North,Budget
37.0,83072.67,6.0,tablet,West,Premium
25.0,41340.41,7.0,mobile,East,Premium
30.0,36316.24,9.0,mobile,West,Regular
33.0,59508.72,9.0,desktop,East,Premium
38.0,75570.24,6.0,desktop,East,Premium
21.0,40725.62,7.0,mobile,North,Regular
38.0,40425.55,6.0,mobile,South,Regular
51.0,46210.76,8.0,desktop,East,Regular
22.0,40597.87,4.0,desktop,West,Regular
55.0,58772.64,5.0,desktop,West,Regular
64.0,40752.84,7.0,tablet,North,Regular
56.0,49911.51,6.0,desktop,South,Regular
37.0,62082.51,7.0,desktop,West,Premium
58.0,46652.12,7.0,desktop,North,Regular
56.0,78080.05,5.0,tablet,North,Regular
38.0,41465.83,2.0,mobile,West,Budget
49.0,39566.77,4.0,mobile,East,Budget
27.0,95760.7,7.0,mobile,South,Premium
59.0,85117.16,5.0,mobile,West,Regular
18.0,56426.21,8.0,mobile,North,Regular
56.0,71605.68,6.0,mobile,North,Regular
40.0,61808.13,5.0,mobile,North,Regular
18.0,44794.99,8.0,desktop,North,Regular
66.0,68517.29,2.0,mobile,East,Regular
66.0,61088.44,8.0,desktop,North,Regular
41.0,80637.05,5.0,desktop,East,Premium
24.0,18140.52,4.0,desktop,West,Budget
50.0,71139.4,4.0,desktop,East,Regular
46.0,58335.29,3.0,mobile,West,Regular
65.0,41259.32,8.0,mobile,East,Regular
41.0,46423.83,5.0,mobile,West,Regular
62.0,46902.75,9.0,desktop,East,Regular
21.0,28548.11,6.0,desktop,East,Regular
56.0,43523.83,1.0,desktop,South,Budget
29.0,70652.83,8.0,mobile,East,Premium
48.0,24654.66,5.0,desktop,South,Regular
66.0,47481.16,6.0,mobile,North,Regular
30.0,12000.0,4.0,mobile,South,Budget
69.0,43490.9,9.0,mobile,West,Regular
56.0,62827.83,6.0,mobile,West,Regular
26.0,53999.14,7.0,mobile,South,Regular
39.0,55882.66,4.0,mobile,East,Regular
24.0,32636.06,5.0,tablet,South,Budget
54.0,66399.89,11.0,mobile,North,Premium
45.0,36936.18,5.0,desktop,North,Regular
29.0,73174.23,6.0,mobile,East,Regular
52.0,59238.97,4.0,desktop,South,Regular
66.0,47326.65,9.0,tablet,South,Regular
19.0,84719.88,5.0,mobile,East,Premium
26.0,47102.67,6.0,mobile,East,Regular
69.0,75488.5,5.0,desktop,South,Regular
59.0,57101.43,6.0,mobile,North,Regular
43.0,55014.22,7.0,mobile,West,Regular
64.0,75025.24,5.0,mobile,East,Premium
61.0,63767.03,5.0,mobile,East,Regular
25.0,54857.71,4.0,desktop,North,Regular
60.0,52638.87,5.0,desktop,South,Regular
62.0,59248.87,7.0,desktop,East,Regular
55.0,56723.51,6.0,desktop,South,Regular
51.0,48482.61,2.0,mobile,North,Budget
26.0,34281.88,4.0,mobile,South,Budget
49.0,12000.0,9.0,mobile,East,Premium
52.0,52778.29,6.0,mobile,East,Regular
31.0,50156.12,4.0,mobile,North,Regular
44.0,79286.14,7.0,mobile,West,Regular
35.0,,5.0,mobile,South,Regular
47.0,77835.1,2.0,mobile,South,Regular
30.0,89743.35,4.0,desktop,East,Premium
21.0,52868.16,7.0,desktop,East,Regular
40.0,38192.6,9.0,desktop,East,Regular
54.0,71362.45,3.0,mobile,South,Regular
51.0,,1.0,mobile,South,Regular
45.0,49931.66,5.0,desktop,North,Regular
55.0,83804.53,7.0,mobile,South,Premium
26.0,66074.98,3.0,mobile,West,Regular
54.0,76968.66,9.0,desktop,South,Premium
32.0,28049.76,9.0,mobile,East,Regular
36.0,55738.86,7.0,mobile,South,Regular
18.0,77416.07,8.0,desktop,South,Premium
35.0,29408.39,5.0,desktop,North,Regular
41.0,59002.59,6.0,mobile,West,Regular
57.0,63121.79,4.0,mobile,West,Regular
26.0,12000.0,7.0,mobile,West,Budget
68.0,86975.54,2.0,mobile,South,Regular
27.0,40780.52,7.0,tablet,West,Regular
29.0,52282.35,4.0,desktop,East,Regular
69.0,88627.52,5.0,desktop,East,Premium
39.0,19256.07,4.0,desktop,South,Regular
39.0,64337.28,2.0,mobile,South,Regular
32.0,46110.9,10.0,mobile,East,Regular
46.0,55925.52,5.0,desktop,North,Regular
68.0,38668.16,3.0,mobile,East,Budget
66.0,82340.4,10.0,mobile,East,Premium
18.0,32647.76,7.0,desktop,South,Regular
44.0,62296.05,3.0,desktop,South,Regular
64.0,65890.81,5.0,mobile,North,Regular
19.0,53218.57,8.0,mobile,East,Regular
57.0,49589.53,6.0,tablet,North,Regular
39.0,49756.7,0.0,mobile,South,Budget
35.0,75524.68,6.0,desktop,South,Premium
28.0,64107.11,2.0,mobile,East,Regular
53.0,53425.46,5.0,mobile,West,Regular
21.0,33240.39,5.0,desktop,West,Regular
37.0,58246.58,2.0,desktop,West,Regular
28.0,65731.49,5.0,mobile,East,Regular
51.0,54424.05,9.0,desktop,West,Regular
32.0,83814.27,7.0,mobile,South,Premium
40.0,16862.08,7.0,mobile,East,Regular
39.0,104947.46,5.0,tablet,West,Premium
65.0,51401.08,4.0,desktop,West,Regular
40.0,32268.85,11.0,mobile,West,Regular
41.0,20173.75,6.0,desktop,North,Regular
63.0,72427.56,14.0,mobile,East,Regular
60.0,66530.07,5.0,desktop,West,Regular
51.0,50734.69,6.0,desktop,North,Regular
47.0,54097.0,4.0,mobile,East,Regular
67.0,58463.04,11.0,tablet,North,Regular
37.0,46606.16,1.0,desktop,East,Regular
56.0,78157.3,12.0,mobile,East,Premium
68.0,67602.96,3.0,mobile,South,Regular
53.0,52680.96,5.0,desktop,South,Regular
28.0,22296.76,4.0,mobile,West,Budget
65.0,82506.29,5.0,mobile,West,Regular
65.0,45537.59,5.0,tablet,North,Budget
52.0,34386.13,4.0,desktop,North,Regular
69.0,80892.48,9.0,mobile,South,Premium
31.0,65073.48,6.0,mobile,East,Regular
62.0,14797.06,8.0,mobile,East,Budget
30.0,21839.44,2.0,desktop,North,Budget
49.0,47151.24,6.0,mobile,North,Regular
33.0,29954.63,3.0,desktop,South,Regular
50.0,52020.19,4.0,desktop,South,Regular
59.0,107441.72,9.0,mobile,West,Premium
66.0,114746.51,5.0,desktop,West,Premium
20.0,54288.54,5.0,mobile,East,Regular
40.0,,6.0,desktop,East,Regular
64.0,72953.39,10.0,desktop,East,Regular
60.0,52751.18,9.0,desktop,North,Regular
39.0,25594.98,6.0,mobile,East,Budget
58.0,76651.7,6.0,mobile,South,Regular
32.0,51603.45,10.0,mobile,North,Regular
62.0,64239.4,6.0,mobile,East,Regular
47.0,69325.06,7.0,desktop,North,Premium
40.0,38984.49,5.0,mobile,West,Regular
47.0,88926.25,6.0,desktop,East,Premium
51.0,56675.34,2.0,mobile,North,Premium
32.0,59669.74,3.0,mobile,West,Regular
22.0,46507.6,12.0,mobile,South,Regular
27.0,69389.85,4.0,mobile,West,Regular
21.0,75439.01,5.0,desktop,North,Premium
57.0,,8.0,mobile,West,Regular
23.0,66885.42,5.0,desktop,North,Premium
28.0,46478.37,5.0,desktop,East,Regular
56.0,30535.83,2.0,mobile,North,Budget
46.0,48583.98,2.0,desktop,West,Regular
36.0,67388.52,10.0,desktop,West,Premium
35.0,66254.93,9.0,mobile,East,Regular
65.0,76815.38,6.0,mobile,North,Regular
38.0,41692.87,5.0,mobile,East,Regular
22.0,49129.99,5.0,desktop,West,Regular
59.0,56656.43,7.0,desktop,North,Regular
26.0,67634.21,2.0,tablet,West,Regular
66.0,52865.28,9.0,mobile,East,Regular
61.0,36173.33,7.0,mobile,North,Regular
46.0,24163.85,5.0,mobile,West,Budget
39.0,78835.13,3.0,mobile,East,Regular
61.0,76637.68,10.0,mobile,North,Premium
29.0,41896.77,2.0,desktop,South,Regular
26.0,84882.69,5.0,desktop,South,Premium
58.0,53960.67,4.0,tablet,North,Regular
33.0,64350.09,3.0,desktop,West,Regular
30.0,80546.48,7.0,desktop,East,Premium
56.0,45624.78,5.0,desktop,East,Regular
68.0,39708.8,6.0,mobile,North,Budget
60.0,20436.86,7.0,desktop,South,Regular
32.0,61380.25,10.0,mobile,North,Premium
60.0,64300.88,9.0,mobile,North,Regular
62.0,72583.82,8.0,desktop,South,Premium
55.0,67398.4,3.0,tablet,North,Regular
42.0,57389.77,7.0,desktop,East,Regular
54.0,78327.22,2.0,mobile,North,Regular
66.0,34712.13,6.0,desktop,South,Regular
19.0,63114.81,5.0,mobile,East,Regular
33.0,65598.61,7.0,desktop,North,Premium
56.0,52874.95,3.0,mobile,North,Budget
66.0,89949.51,6.0,mobile,West,Regular
35.0,64106.77,2.0,tablet,South,Budget
33.0,82351.28,10.0,mobile,West,Premium
63.0,73312.17,9.0,desktop,North,Premium
41.0,51716.1,4.0,desktop,South,Regular
19.0,94132.01,4.0,desktop,South,Premium
50.0,77593.7,7.0,desktop,East,Premium
18.0,55690.9,2.0,desktop,West,Regular
46.0,52930.22,7.0,desktop,West,Regular
40.0,34533.43,9.0,desktop,East,Regular
52.0,52291.7,3.0,mobile,North,Budget
32.0,50574.14,4.0,mobile,North,Regular
54.0,59529.37,6.0,mobile,South,Regular
23.0,46835.31,7.0,tablet,North,Regular
31.0,66792.93,8.0,mobile,North,Regular
67.0,53671.94,6.0,desktop,East,Regular
18.0,23591.31,9.0,mobile,North,Regular
69.0,45158.68,8.0,desktop,West,Regular
55.0,37282.55,3.0,desktop,East,Budget
43.0,29743.46,2.0,mobile,North,Budget
49.0,50245.2,5.0,mobile,North,Regular
37.0,73688.48,9.0,desktop,North,Premium
47.0,32883.11,5.0,mobile,South,Budget
29.0,15103.79,3.0,mobile,West,Budget
43.0,52095.4,10.0,desktop,South,Premium
39.0,115354.41,10.0,desktop,North,Regular
66.0,43495.5,6.0,desktop,West,Regular
66.0,60812.77,7.0,mobile,North,Regular
33.0,47090.74,7.0,desktop,West,Regular
50.0,72610.63,4.0,desktop,East,Regular
65.0,84312.28,9.0,tablet,South,Premium
36.0,52180.71,3.0,desktop,North,Regular
26.0,79132.21,10.0,desktop,East,Premium
68.0,33611.93,2.0,mobile,East,Budget
54.0,59573.49,6.0,desktop,South,Regular
33.0,29890.2,6.0,desktop,East,Regular
66.0,59152.65,8.0,desktop,East,Regular
63.0,43081.92,6.0,desktop,West,Regular
26.0,60205.95,8.0,mobile,East,Regular
38.0,32897.39,3.0,desktop,North,Regular
58.0,60040.52,6.0,desktop,South,Regular
30.0,57681.54,8.0,desktop,North,Premium
32.0,43958.03,3.0,desktop,East,Regular
45.0,39293.0,5.0,mobile,North,Budget
21.0,31611.58,8.0,mobile,South,Regular
41.0,47467.79,2.0,desktop,North,Regular
40.0,63490.02,6.0,mobile,West,Regular
24.0,52756.98,5.0,desktop,North,Regular
54.0,58577.12,3.0,mobile,West,Regular
47.0,80905.35,10.0,desktop,North,Regular
32.0,48971.01,8.0,desktop,West,Regular
42.0,61353.61,3.0,mobile,East,Regular
67.0,72095.93,3.0,tablet,North,Regular
34.0,65800.36,8.0,mobile,West,Regular
18.0,63224.68,6.0,desktop,North,Premium
26.0,57068.1,6.0,desktop,East,Regular
31.0,94190.93,5.0,desktop,East,Premium
23.0,53959.22,5.0,mobile,South,Regular
35.0,47712.18,5.0,desktop,East,Regular
40.0,67355.43,6.0,mobile,North,Regular
37.0,88326.88,4.0,desktop,West,Premium
52.0,83907.34,9.0,mobile,East,Premium
33.0,56151.77,4.0,mobile,East,Premium
27.0,72216.94,14.0,mobile,South,Premium
19.0,,8.0,tablet,East,Regular
57.0,57006.11,9.0,mobile,South,Regular
28.0,68605.38,10.0,mobile,South,Premium
32.0,67941.23,4.0,mobile,North,Regular
31.0,58333.95,6.0,mobile,North,Regular
68.0,90123.35,8.0,mobile,North,Premium
52.0,47943.3,1.0,mobile,South,Budget
49.0,83507.46,5.0,desktop,South,Premium
37.0,97662.37,4.0,desktop,East,Premium
61.0,97954.81,3.0,desktop,East,Premium
55.0,61003.58,8.0,desktop,East,Regular
67.0,51843.8,16.0,desktop,West,Premium
41.0,23446.33,7.0,desktop,West,Regular
29.0,54367.45,10.0,desktop,West,Premium
35.0,104519.02,10.0,desktop,East,Premium
59.0,24063.81,3.0,mobile,South,Budget
26.0,24495.98,5.0,desktop,West,Regular
49.0,72327.91,2.0,mobile,South,Regular
29.0,67928.98,10.0,desktop,East,Premium
62.0,18906.86,6.0,desktop,East,Budget
64.0,54361.94,9.0,mobile,East,Regular
53.0,62353.97,3.0,mobile,North,Regular
41.0,25105.68,6.0,mobile,North,Budget
51.0,74798.84,3.0,desktop,North,Regular
34.0,28915.17,5.0,desktop,North,Budget
51.0,78240.07,7.0,desktop,East,Premium
29.0,59589.23,5.0,desktop,North,Regular
38.0,41524.24,2.0,mobile,West,Budget
63.0,23234.22,4.0,desktop,North,Budget
23.0,48657.27,5.0,mobile,East,Regular
54.0,53603.4,5.0,mobile,West,Regular
34.0,52900.65,2.0,desktop,South,Regular
54.0,43586.79,2.0,desktop,North,Regular
53.0,,9.0,desktop,South,Regular
59.0,72990.82,7.0,mobile,South,Regular
51.0,37235.6,3.0,tablet,South,Budget
30.0,51296.89,9.0,mobile,North,Regular
51.0,64705.84,7.0,mobile,West,Regular
56.0,55048.14,10.0,mobile,South,Regular
41.0,72839.8,5.0,desktop,West,Premium
21.0,86672.47,4.0,desktop,South,Premium
62.0,48378.21,10.0,mobile,West,Regular
52.0,59805.09,4.0,tablet,North,Regular
32.0,12000.0,6.0,mobile,South,Budget
34.0,48498.84,6.0,mobile,South,Regular
64.0,68914.7,5.0,mobile,East,Regular
52.0,32978.5,6.0,mobile,East,Budget
57.0,82140.46,11.0,mobile,East,Premium
29.0,17654.02,8.0,desktop,North,Regular
26.0,82536.67,6.0,mobile,West,Premium
36.0,45073.6,5.0,desktop,East,Regular
57.0,34940.55,10.0,mobile,West,Regular
52.0,45676.57,7.0,mobile,West,Regular
30.0,50075.18,3.0,mobile,South,Regular
66.0,35039.64,7.0,mobile,West,Budget
