shape,texture,weight,size,label
-0.023,-0.641,-0.478,-0.714,Lemon
1.207,-1.178,0.822,1.131,Watermelon
1.501,-0.902,-0.572,-0.323,Orange
0.897,-0.859,-0.264,-0.362,Lemon
1.27,-0.295,-0.773,0.643,Orange
1.328,1.919,-0.644,-0.166,Apple
1.056,-0.691,1.164,1.125,Watermelon
1.273,-0.637,-1.181,-0.841,Grape
-1.181,0.956,-1.504,0.32,Banana
0.675,0.988,-0.68,-0.307,Apple
0.915,-1.209,-0.927,-0.226,Lemon
1.32,1.148,-0.463,-0.52,Apple
0.884,-1.021,-0.904,-0.544,Orange
-0.562,1.073,-0.571,0.655,Banana
0.891,-1.104,0.038,0.066,Orange
0.946,-1.005,-0.55,-0.589,Lemon
-1.019,0.76,-1.026,0.244,Banana
0.839,1.277,-0.794,-0.182,Apple
0.677,-1.297,-0.567,-0.035,Orange
-1.79,1.059,-0.984,-0.04,Banana
1.064,-1.025,-1.015,-1.438,Grape
1.718,-0.699,-0.214,-0.534,Orange
-1.096,0.918,-0.915,0.439,Banana
1.079,1.12,-0.359,-0.18,Apple
0.777,-0.972,-0.353,-0.854,Grape
1.232,-1.096,0.244,-0.472,Lemon
1.401,1.011,-0.242,-0.34,Apple
0.828,1.343,-0.303,-0.009,Apple
1.316,-0.105,-0.853,-1.529,Grape
-1.112,0.991,-0.996,0.761,Banana
-0.602,0.949,-0.149,0.178,Banana
0.906,-1.382,-0.846,-0.613,Orange
1.355,1.26,-0.609,-0.265,Apple
1.282,0.288,0.32,0.068,Apple
1.284,-0.579,0.285,0.923,Watermelon
1.44,-0.602,-0.74,-0.493,Grape
1.246,-1.09,-0.099,-0.785,Orange
0.772,-0.738,-0.547,-0.093,Lemon
1.098,-0.549,-0.359,-1.335,Grape
1.087,-0.54,-0.304,-0.642,Lemon
1.12,0.718,-0.497,-0.254,Apple
0.691,0.918,-0.686,-0.071,Apple
-0.428,1.769,-1.362,-0.0,Banana
0.983,-0.712,-0.332,0.177,Orange
0.826,-1.579,-0.541,-0.894,Lemon
0.842,-1.104,-0.001,-0.171,Orange
0.876,-0.227,0.727,1.14,Watermelon
-0.727,1.098,-1.275,0.007,Banana
1.256,1.405,-0.279,-0.722,Apple
1.042,1.569,-0.613,-0.372,Apple
0.659,-0.58,-0.747,-0.292,Lemon
1.126,-1.48,-1.02,-0.494,Lemon
1.382,1.155,0.113,-0.857,Apple
1.16,0.042,0.203,0.155,Apple
0.924,-1.37,-1.034,-0.571,Grape
1.184,-0.314,0.935,1.749,Watermelon
0.331,0.773,-0.715,-0.004,Apple
0.614,-0.609,-0.022,-0.099,Orange
0.998,-0.931,-0.752,-1.141,Grape
1.305,-0.04,-1.072,-0.502,Grape
1.102,1.245,-0.727,-0.505,Apple
0.791,1.507,-0.387,-0.044,Apple
1.009,-0.689,-1.48,-1.633,Grape
0.917,0.937,-0.572,-0.214,Apple
-0.277,1.558,-0.97,0.342,Banana
-0.754,1.108,-0.754,0.418,Banana
1.054,-0.807,-0.857,-1.775,Grape
1.109,0.293,-0.191,-0.626,Apple
-0.536,1.048,-0.983,0.459,Banana
0.314,-0.591,-0.341,-0.676,Lemon
0.246,-1.131,-0.638,-0.88,Lemon
0.84,0.793,-0.371,-0.368,Apple
-0.829,1.011,-0.859,0.387,Banana
0.532,-0.761,-1.56,-0.626,Lemon
-1.2,1.042,-1.222,0.492,Banana
1.254,-1.484,-0.222,-0.648,Orange
0.768,-1.163,-0.881,-1.099,Lemon
0.968,0.595,-0.819,-0.235,Apple
-0.661,1.138,-1.501,0.252,Banana
1.238,-1.048,1.114,0.847,Watermelon
0.865,-1.231,-0.086,0.036,Orange
0.806,-0.336,-1.499,-1.06,Grape
0.526,-0.996,-1.478,-1.23,Grape
-0.783,0.973,-1.204,0.239,Banana
0.28,-0.8,0.213,0.752,Watermelon
0.972,-0.444,-0.916,-1.017,Grape
1.51,-0.295,1.002,0.965,Watermelon
0.944,-1.214,1.132,1.445,Watermelon
0.128,-1.059,0.221,-0.062,Orange
1.145,0.44,-0.054,0.053,Apple
-0.93,0.771,-0.845,-0.063,Banana
-1.41,1.281,-0.616,0.04,Banana
-1.408,0.693,-0.931,-0.107,Banana
1.449,-1.163,-0.172,-0.46,Orange
1.204,-0.767,0.413,0.762,Watermelon
0.945,-1.184,1.305,0.791,Watermelon
1.25,-0.83,-0.338,0.065,Orange
0.462,-1.022,0.729,0.963,Watermelon
-1.164,1.021,-0.997,0.349,Banana
1.062,1.201,-0.741,-0.122,Apple
0.471,-1.978,1.69,0.671,Watermelon
0.843,0.348,-0.459,-0.228,Apple
1.085,0.578,-0.455,-0.171,Apple
1.083,1.045,-0.034,-0.338,Apple
1.487,0.897,-0.057,-0.044,Apple
0.426,-0.446,-1.224,-1.353,Grape
0.851,-0.943,0.452,1.009,Watermelon
-1.076,1.363,-1.222,0.716,Banana
-0.865,0.988,-0.554,0.973,Banana
0.926,-0.859,-0.85,-1.498,Grape
0.145,-0.543,-0.4,-0.8,Lemon
1.697,-1.484,-0.383,-0.779,Lemon
1.623,0.814,-0.4,-0.933,Apple
1.729,-1.216,-0.132,-0.198,Orange
0.807,-1.78,-0.38,-0.295,Orange
1.112,-0.249,1.226,1.301,Watermelon
0.893,-1.46,-0.398,-0.457,Orange
0.982,0.827,-0.887,0.143,Apple
-1.049,0.884,-1.387,0.134,Banana
0.698,-1.018,-0.943,-1.164,Grape
1.262,-0.726,-0.96,-0.97,Grape
-0.865,0.706,-0.685,-0.113,Banana
0.615,-1.422,-0.642,-0.188,Lemon
1.194,-0.63,0.894,1.318,Watermelon
0.358,-1.16,-0.554,-0.202,Lemon
0.808,-0.357,-0.919,-0.882,Grape
-1.299,0.865,-1.033,0.418,Banana
0.717,0.548,-1.046,-0.039,Apple
-0.67,0.297,-0.974,0.168,Banana
1.426,-0.674,-0.809,-1.149,Grape
0.76,-0.731,1.377,0.556,Watermelon
-0.6,0.659,-1.816,0.304,Banana
-0.822,0.469,-1.694,0.127,Banana
-1.22,1.479,-0.996,0.557,Banana
-0.927,1.549,-1.312,0.269,Banana
0.451,1.284,0.09,0.005,Apple
0.956,0.479,-0.33,-0.537,Apple
1.323,0.851,-0.457,0.461,Apple
-0.72,1.377,-1.179,-0.085,Banana
-0.627,1.522,-1.45,0.119,Banana
0.28,-0.832,-0.22,-0.629,Lemon
-1.13,0.315,-1.334,0.828,Banana
1.172,-0.676,0.872,0.904,Watermelon
1.007,-0.887,0.182,-0.435,Orange
0.952,-1.278,0.311,1.322,Watermelon
1.612,-0.732,-0.219,0.449,Orange
0.761,-0.719,-0.551,-0.397,Lemon
-1.047,1.291,-1.382,0.447,Banana
0.701,-0.422,-0.162,-0.755,Grape
1.411,-0.684,-1.114,-0.246,Orange
1.157,-1.731,-0.399,-0.228,Orange
0.569,0.661,0.168,-1.553,Apple
1.095,1.407,-0.309,0.193,Apple
-1.15,0.683,-1.003,0.166,Banana
-1.2,0.937,-1.277,0.007,Banana
0.207,-0.854,-0.95,-0.935,Lemon
-1.376,1.072,-0.766,0.563,Banana
0.675,-0.813,-0.619,-0.341,Lemon
1.154,-1.255,-0.676,0.273,Orange
0.644,-0.632,-0.985,-0.642,Lemon
0.518,-0.774,-0.515,-0.394,Orange
1.685,1.233,-0.071,-0.721,Apple
0.35,1.34,-1.084,-0.476,Apple
0.716,-1.324,-0.454,-0.57,Orange
-1.426,1.089,-0.627,-0.308,Banana
1.068,1.189,-0.144,-0.377,Apple
0.791,1.266,-0.183,-0.963,Apple
-1.077,1.019,-1.383,0.215,Banana
1.172,-0.89,-0.918,-1.346,Grape
0.567,1.215,0.111,-0.714,Apple
1.334,-1.005,0.225,0.498,Watermelon
0.813,-1.568,-0.816,-0.528,Lemon
1.157,-0.935,1.549,0.714,Watermelon
1.035,1.158,-0.051,0.068,Apple
0.848,-0.772,-0.624,-0.227,Orange
1.175,1.341,-0.1,-0.268,Apple
0.972,-0.408,-0.234,-0.701,Grape
1.134,-1.079,-1.296,-1.113,Grape
1.319,0.672,-0.075,-0.258,Apple
0.724,-1.076,-0.809,-0.841,Lemon
1.214,-0.627,-1.377,-0.922,Grape
2.0,-0.671,-0.421,-1.905,Grape
0.905,-0.666,-0.295,-0.425,Orange
-1.009,1.345,-0.25,0.673,Banana
-1.177,0.918,-1.079,-0.004,Banana
0.946,0.904,-0.72,-0.007,Apple
1.147,0.776,-0.248,-0.638,Apple
0.807,-0.759,1.165,0.82,Watermelon
-0.891,0.974,-1.349,0.241,Banana
0.751,-0.893,-1.192,-0.442,Lemon
1.009,-1.264,-1.283,-0.828,Grape
1.485,-1.174,-0.657,-1.658,Grape
-0.511,0.916,-1.25,0.424,Banana
0.663,-0.819,0.957,-0.334,Watermelon
-1.284,1.067,-0.627,0.416,Banana
0.968,-1.313,-0.345,-0.239,Lemon
0.429,1.385,-0.185,-0.399,Apple
0.895,-0.963,-0.779,-0.894,Grape
1.204,-0.972,-0.228,-0.304,Orange
1.377,-0.788,-0.24,-0.247,Orange
0.381,0.305,-0.429,0.144,Apple
0.353,-1.233,-0.94,-0.952,Lemon
0.68,-0.902,-0.472,-0.388,Orange
0.781,1.083,-0.163,-0.954,Apple
0.334,-1.031,-0.446,-0.455,Lemon
1.288,-1.494,-0.155,0.518,Orange
0.617,-0.969,-0.418,-0.691,Lemon
0.669,1.02,-0.879,-0.161,Apple
0.798,-1.561,-0.543,-0.576,Lemon
1.517,-0.542,-0.005,0.224,Orange
0.872,1.091,-0.388,-0.649,Apple
-0.971,0.971,-1.071,0.279,Banana
1.021,1.311,-0.505,-0.748,Apple
-0.763,1.3,-0.875,-0.099,Banana
0.954,1.1,-0.674,-0.568,Apple
0.949,-0.186,-0.921,-1.2,Grape
0.929,-1.233,-0.444,0.053,Orange
0.328,-0.54,0.466,-0.143,Orange
-1.291,1.407,-0.903,0.116,Banana
0.66,-0.742,-0.933,-0.687,Grape
1.099,1.159,-0.417,-0.001,Apple
0.928,1.643,-0.528,-0.162,Apple
1.766,-0.635,1.261,1.104,Watermelon
1.018,-1.061,0.803,0.462,Watermelon
1.224,-1.538,1.228,0.892,Watermelon
0.266,-0.508,-1.107,-0.733,Lemon
0.4,-0.948,-0.814,0.012,Lemon
0.52,0.43,0.629,2.0,Watermelon
1.383,-1.039,1.079,0.867,Watermelon
1.121,-0.858,-0.752,-0.936,Grape
0.654,1.15,-0.172,-0.551,Apple
-1.15,1.179,-0.618,0.25,Banana
1.326,1.408,0.156,-0.154,Apple
-1.316,1.312,-1.067,0.477,Banana
-1.22,0.79,-1.245,-0.164,Banana
0.795,-1.362,-0.102,-0.573,Orange
0.366,-0.999,0.034,-0.742,Lemon
0.516,-1.059,-1.301,-1.23,Grape
-0.193,1.338,-1.11,0.948,Banana
0.786,0.856,-0.465,0.059,Apple
0.576,-0.472,-0.448,-0.182,Lemon
-0.036,-1.595,-1.183,-0.65,Lemon
0.461,-0.166,-1.07,-0.785,Grape
0.828,-0.711,0.312,0.983,Watermelon
-0.825,1.205,-1.111,-0.299,Banana
-0.646,0.863,-1.107,1.077,Banana
1.034,-1.182,0.797,1.226,Watermelon
-1.287,1.179,-0.615,0.269,Banana
-0.654,0.976,-1.241,-0.283,Banana
1.096,1.104,0.043,0.01,Apple
1.724,-1.203,-0.175,-0.441,Orange
1.326,-1.324,0.02,-0.458,Orange
-0.732,1.422,-1.544,-0.172,Banana
1.082,-0.955,0.898,0.833,Watermelon
0.301,-0.884,-0.938,-0.372,Lemon
0.799,0.852,0.126,0.034,Apple
-1.349,0.694,-0.728,-0.202,Banana
1.509,-0.553,-1.202,-0.996,Grape
1.476,-1.346,-0.641,-0.582,Grape
0.488,-1.025,-0.552,-0.243,Lemon
0.745,-1.005,0.965,1.238,Watermelon
1.936,0.743,-0.272,-0.566,Apple
0.429,-1.377,-1.136,-0.086,Lemon
1.125,-0.567,-1.306,-1.026,Grape
-1.405,0.99,-0.883,0.11,Banana
0.335,-1.172,-0.315,-0.429,Lemon
0.438,-0.747,-0.11,-0.135,Orange
1.576,-0.992,-0.149,-0.036,Orange
1.307,0.922,-0.526,0.041,Apple
1.322,-0.154,-0.855,-1.577,Grape
1.057,-0.988,1.43,1.37,Watermelon
1.214,0.274,-0.589,-0.427,Apple
0.881,-0.542,-0.482,-0.727,Grape
0.678,0.71,-0.622,-0.341,Apple
-0.718,1.337,-1.132,0.289,Banana
1.586,-1.52,1.223,1.185,Watermelon
0.896,0.994,-0.153,-0.403,Apple
0.777,-0.85,-0.348,-1.154,Grape
1.07,1.275,-0.374,-0.287,Apple
0.776,-1.297,-1.138,-0.756,Lemon
1.605,0.799,-0.254,-0.764,Apple
1.47,0.895,-0.459,-0.347,Apple
1.88,-0.845,0.945,-0.009,Watermelon
1.474,0.757,-0.598,-0.567,Apple
-0.487,0.985,-1.533,0.229,Banana
0.709,-0.474,-1.135,-1.549,Grape
0.971,-1.02,0.561,0.314,Watermelon
0.699,-1.098,-0.675,-0.239,Lemon
-1.679,1.021,-0.768,0.236,Banana
0.504,-1.231,-0.458,-0.753,Orange
1.13,-0.999,0.775,1.345,Watermelon
-1.183,1.518,-1.094,-0.034,Banana
0.276,-0.968,-0.975,-0.449,Lemon
-1.14,0.852,-1.015,0.652,Banana
0.81,1.064,-0.144,-0.723,Apple
0.783,-0.715,-0.262,-0.888,Lemon
0.636,0.981,-0.339,-0.293,Apple
0.875,-0.935,0.106,1.23,Watermelon
1.515,-1.194,-0.229,0.388,Orange
1.012,-0.893,0.345,0.513,Orange
-1.371,0.856,-0.687,0.474,Banana
-0.753,0.082,-1.684,0.924,Banana
1.271,1.124,-0.735,-0.445,Apple
1.199,-1.484,-0.547,-0.069,Orange
-0.794,0.817,-0.656,0.632,Banana
0.373,-0.427,0.108,-0.128,Orange
0.952,-0.724,-0.113,-0.295,Orange
-0.438,0.263,-1.233,0.457,Banana
0.982,-0.755,-0.788,-0.289,Orange
1.003,-1.523,-0.684,-0.686,Lemon
1.127,1.138,-0.266,-0.401,Apple
1.022,0.942,-0.311,0.21,Apple
0.179,-0.88,-0.93,0.184,Lemon
1.031,0.556,-0.381,-0.811,Apple
-1.222,1.216,-0.524,0.678,Banana
0.963,-0.8,-0.017,0.587,Orange
0.789,-0.472,-0.682,0.213,Orange
0.783,-1.239,-0.4,-0.472,Orange
1.149,-0.571,0.261,0.939,Watermelon
0.62,-0.683,1.497,0.939,Watermelon
0.754,-1.565,0.382,0.262,Orange
-0.092,-0.771,-0.989,-0.678,Lemon
0.563,-1.3,-1.016,-0.337,Grape
0.276,-0.688,-0.233,-0.247,Lemon
-0.301,1.334,-0.368,-0.101,Banana
1.261,-0.471,-0.57,-1.42,Orange
0.556,0.746,-0.104,-0.498,Apple
1.001,-1.212,-0.345,-0.223,Orange
0.779,-0.713,0.183,-0.602,Orange
1.076,-1.5,-0.913,0.163,Orange
1.703,-1.115,1.642,0.773,Watermelon
0.518,-0.416,-0.919,-0.179,Lemon
0.478,-1.252,-0.778,-1.259,Lemon
1.441,-0.921,0.948,0.757,Watermelon
1.109,-0.691,-0.396,0.137,Orange
1.096,0.967,0.019,-0.478,Apple
0.562,-0.619,-0.988,-1.078,Grape
1.016,-0.825,-0.64,-0.502,Lemon
1.028,-0.816,-0.282,-0.254,Orange
0.533,-0.848,-0.903,-0.934,Grape
0.08,-1.197,-0.925,-0.022,Lemon
1.088,-0.449,-1.023,-1.219,Grape
-1.156,1.172,-1.091,0.476,Banana
1.05,-0.497,-0.879,-1.184,Grape
0.891,-0.682,0.339,0.121,Orange
0.024,-1.265,1.04,0.616,Watermelon
0.599,-0.747,-0.879,-0.784,Grape
0.471,-1.155,-0.895,-0.323,Lemon
1.154,-0.683,-0.255,-0.659,Orange
0.878,-0.7,-0.907,-0.23,Orange
1.1,-0.299,-0.51,-0.243,Orange
1.591,-1.206,1.376,1.137,Watermelon
0.523,-0.842,-0.652,0.29,Lemon
0.277,-1.099,0.911,0.953,Watermelon
1.378,0.844,-0.128,-0.219,Apple
1.293,-1.048,1.113,0.957,Watermelon
0.655,-0.04,-1.267,-1.167,Grape
0.3,-0.859,-0.767,0.03,Lemon
1.187,0.903,-0.618,-0.339,Apple
1.182,0.984,-0.349,-0.657,Apple
1.785,-0.67,-1.481,-1.376,Grape
0.48,-0.319,-0.66,-0.631,Lemon
0.896,-0.679,-0.369,-0.43,Lemon
-1.387,0.737,-1.557,0.222,Banana
0.851,0.815,-0.202,-0.53,Apple
0.881,-0.77,-1.011,-0.872,Grape
-1.471,1.159,-0.908,0.447,Banana
1.047,-0.473,-1.145,-0.845,Grape
1.401,-1.173,0.839,1.221,Watermelon
0.406,-1.252,-0.452,-0.651,Lemon
1.428,0.837,-0.587,-0.302,Apple
1.152,-0.488,-0.811,-1.194,Grape
1.397,-1.179,-1.273,-0.987,Grape
-1.244,0.892,-1.344,0.227,Banana
1.162,-1.187,-0.608,-0.361,Orange
0.986,-0.617,-0.767,-0.322,Lemon
0.994,-0.551,1.067,0.929,Watermelon
1.56,-0.923,-0.888,-0.522,Grape
-0.767,0.733,-1.286,-0.193,Banana
1.519,0.603,-0.05,-0.799,Apple
1.895,0.526,-0.285,0.124,Apple
0.754,-0.403,-1.099,-0.864,Grape
0.978,-1.15,-0.076,-0.377,Lemon
1.682,-1.291,-0.525,-0.281,Orange
-1.424,1.324,-1.027,-0.101,Banana
0.712,-1.304,0.023,-0.04,Orange
0.954,0.872,-0.384,0.323,Apple
0.918,-0.3,-1.115,-0.411,Grape
0.573,-0.318,-1.266,-0.225,Grape
1.244,-1.596,-0.626,0.04,Orange
0.83,-0.796,-0.545,-0.612,Lemon
1.38,-1.302,1.019,0.783,Watermelon
0.755,-1.161,0.743,1.192,Watermelon
0.483,-0.849,0.778,1.011,Watermelon
0.542,-1.175,-0.175,-0.63,Lemon
-0.754,1.251,-1.095,-0.14,Banana
0.691,1.448,-0.128,-0.251,Apple
0.802,0.006,-1.304,-0.951,Grape
1.176,-1.057,-1.265,-1.16,Grape
0.902,-1.153,-1.103,-1.036,Lemon
0.732,-1.522,1.269,1.283,Watermelon
1.002,-1.092,-0.04,0.045,Orange
0.655,0.703,-0.053,-0.205,Apple
1.213,-0.913,-1.263,-0.838,Grape
0.761,0.468,-0.533,-0.372,Apple
1.595,0.707,-0.322,0.415,Apple
-1.383,1.231,-1.249,0.441,Banana
1.817,-0.723,1.053,0.667,Watermelon
0.939,-1.198,-0.808,-0.945,Orange
-1.291,0.989,-0.608,0.042,Banana
1.067,0.405,-0.58,-1.157,Apple
1.782,-0.531,-0.942,-0.813,Grape
1.886,0.848,-0.643,0.4,Apple
0.569,1.454,-0.326,-0.148,Apple
0.497,-0.092,0.866,0.755,Watermelon
1.192,0.774,-0.151,-0.741,Apple
1.051,-1.211,-0.574,-0.529,Orange
1.31,-1.123,0.936,1.149,Watermelon
-0.601,0.677,-0.923,-0.018,Banana
0.927,-0.227,-1.821,-1.323,Grape
0.519,-0.867,-0.173,-1.094,Lemon
1.495,1.182,-0.384,-0.814,Apple
0.4,-0.641,-0.591,-0.563,Lemon
-1.34,1.257,-1.052,0.217,Banana
-1.033,0.774,-1.285,-0.232,Banana
0.383,-1.63,-0.43,-0.734,Lemon
-1.137,0.987,-1.281,-0.111,Banana
1.078,1.661,0.019,0.148,Apple
-1.454,0.933,-1.069,0.8,Banana
-0.679,0.943,-1.801,-0.106,Banana
1.222,-1.112,-0.339,0.015,Orange
1.396,-1.273,-0.093,0.364,Orange
1.1,-1.186,-0.497,-0.237,Lemon
0.607,-1.087,-1.206,-0.803,Lemon
0.757,0.559,-0.262,0.003,Apple
0.853,0.229,-0.341,-0.204,Apple
1.072,-1.252,0.578,1.31,Watermelon
-0.877,0.762,-1.525,0.378,Banana
0.686,-0.866,1.055,1.727,Watermelon
0.573,-0.3,-0.571,-0.733,Lemon
-1.369,0.693,-0.85,0.345,Banana
0.356,-0.643,0.217,-0.847,Orange
0.954,-0.411,-1.229,-0.664,Lemon
0.703,-0.259,-1.145,-1.159,Grape
1.147,1.546,-0.322,-0.465,Apple
0.9,-0.77,0.534,0.994,Watermelon
0.672,0.579,-0.981,-0.48,Apple
1.378,0.306,-0.11,-0.527,Apple
-1.372,1.12,-0.541,0.824,Banana
1.099,-0.625,-0.863,-0.133,Grape
0.498,-0.603,-0.807,-0.791,Lemon
-0.381,1.001,-0.921,0.491,Banana
-1.312,0.847,-1.225,0.416,Banana
-0.872,0.79,-0.29,0.29,Banana
0.636,-0.53,-0.906,-0.682,Lemon
1.1,-1.516,0.917,1.718,Watermelon
1.24,-0.686,-0.186,-0.327,Lemon
0.849,-0.025,-1.332,-0.661,Grape
0.822,-1.157,-0.111,0.512,Orange
1.5,1.119,-0.278,-0.026,Apple
1.078,-1.616,-0.644,-0.868,Lemon
0.923,-1.04,-1.632,-1.462,Grape
-1.194,1.205,-1.285,-0.003,Banana
1.139,-0.9,1.596,1.327,Watermelon
0.641,0.765,-0.039,-0.61,Apple
0.886,-1.599,0.543,1.441,Watermelon
1.059,-1.22,0.829,1.6,Watermelon
0.37,-0.834,-0.295,0.006,Lemon
0.702,-1.49,-0.686,0.056,Orange
1.697,1.268,-0.531,0.116,Apple
-1.164,0.709,-1.116,0.097,Banana
0.754,-0.572,0.819,0.444,Watermelon
1.205,-1.334,0.677,1.245,Watermelon
0.746,-1.158,-0.285,-0.3,Orange
0.85,-1.82,0.939,1.565,Watermelon
1.22,-1.131,-0.135,0.02,Orange
-1.295,1.44,-0.943,0.191,Banana
1.557,0.276,-0.712,-0.075,Apple
1.236,1.576,-1.09,0.001,Apple
-1.436,1.147,-1.023,0.597,Banana
0.918,-0.646,-0.59,-0.229,Orange
1.067,-0.413,1.292,1.072,Watermelon
-0.776,1.38,-0.869,-0.059,Banana
0.82,-1.01,-0.724,-0.775,Lemon
0.803,-0.821,-0.934,-0.887,Lemon
1.662,-0.699,-0.27,0.012,Orange
0.436,-1.06,-0.592,-0.162,Lemon
0.505,0.643,-0.729,-0.001,Apple
0.965,-1.321,0.922,0.779,Watermelon
0.098,-0.559,-0.652,-0.051,Lemon
0.493,-0.824,-0.805,0.656,Orange
0.395,1.629,-0.307,-0.364,Apple
1.206,0.672,-0.025,0.0,Apple
-0.996,1.088,-0.325,0.528,Banana
0.726,-0.337,-1.188,-1.256,Grape
1.179,0.647,-0.284,-0.064,Apple
1.668,-0.777,-0.814,-0.66,Orange
-0.396,0.778,-1.531,-0.052,Banana
1.278,-0.561,-0.773,-1.012,Grape
-1.386,0.374,-1.292,0.343,Banana
0.586,-0.656,0.65,0.422,Watermelon
0.6,-0.734,-0.078,-1.064,Lemon
-0.502,1.065,-1.217,0.538,Banana
1.474,0.412,-0.451,-0.491,Apple
1.219,-0.089,-0.974,-1.102,Grape
0.756,-1.082,-1.359,-0.319,Lemon
1.345,1.376,-0.705,-0.087,Apple
1.536,0.286,-0.832,-0.656,Grape
0.253,-1.393,-0.254,-1.213,Lemon
0.654,-0.499,-0.351,-0.253,Lemon
0.983,-1.143,1.754,1.432,Watermelon
1.296,-0.59,-1.204,-0.622,Grape
-1.107,1.028,-0.785,0.373,Banana
1.142,-1.462,-0.576,0.248,Lemon
1.314,-1.069,1.28,0.983,Watermelon
-0.487,1.287,-1.303,0.383,Banana
-0.853,1.164,-0.888,0.498,Banana
1.147,0.748,-0.46,-0.389,Apple
1.033,-1.088,1.386,0.664,Watermelon
0.393,-0.312,0.714,1.385,Watermelon
1.213,0.726,-0.347,-0.399,Apple
0.725,-1.269,-0.662,-0.513,Lemon
1.386,0.856,-0.641,-0.491,Apple
1.128,-1.62,0.119,-0.193,Orange
1.152,1.077,-0.534,-0.679,Apple
0.755,0.473,-0.178,-0.357,Apple
0.463,-1.216,-0.072,0.253,Orange
0.551,1.756,-0.636,-0.897,Apple
1.615,-1.364,1.533,0.767,Watermelon
-1.103,0.543,-0.553,0.699,Banana
0.769,-0.626,-0.768,-1.165,Grape
1.477,-1.037,-0.482,-0.754,Orange
0.547,-0.794,1.082,1.285,Watermelon
0.803,-1.574,0.826,1.713,Watermelon
0.262,-1.013,-1.445,-0.682,Lemon
-1.145,1.116,-1.111,-0.232,Banana
0.768,-1.071,0.651,0.702,Watermelon
1.352,-0.819,-0.846,-1.062,Grape
0.57,0.883,-0.198,0.308,Apple
0.73,-1.03,0.018,0.241,Orange
0.373,-1.055,-0.211,-0.321,Lemon
-0.638,1.41,-0.806,0.35,Banana
0.765,0.915,-0.362,0.12,Apple
1.062,-0.535,-1.348,-0.578,Grape
0.731,0.9,0.158,0.01,Apple
-1.297,0.622,-1.071,0.098,Banana
0.486,-0.864,-1.962,-0.684,Grape
1.294,-0.107,-0.876,-1.157,Grape
1.358,-1.246,0.536,0.948,Watermelon
1.144,-1.284,0.633,0.854,Watermelon
1.144,-0.651,-0.077,-1.048,Grape
1.263,-1.507,1.205,0.838,Watermelon
0.597,-0.41,-0.73,-0.958,Lemon
0.597,-0.939,1.042,1.027,Watermelon
0.15,-0.291,-0.087,-0.454,Lemon
0.468,-0.045,-0.602,-0.964,Grape
1.42,-1.173,-0.636,-0.145,Orange
-1.543,0.611,-0.81,0.384,Banana
0.516,-1.143,-0.768,-0.371,Orange
0.791,-0.253,-1.055,-1.085,Grape
0.863,-1.202,-1.035,-0.831,Grape
-0.919,1.242,-0.741,1.069,Banana
0.605,1.082,-0.179,-0.412,Apple
0.379,-0.825,-0.459,-0.869,Lemon
-1.629,0.828,-1.236,0.511,Banana
0.677,-0.662,-1.597,-1.543,Grape
-1.269,0.912,-1.287,0.35,Banana
0.005,-1.075,-0.671,-1.007,Lemon
-0.92,0.241,-1.24,0.576,Banana
-1.779,1.235,-1.408,0.093,Banana
1.492,-1.219,0.265,-0.307,Orange
0.97,-0.705,-0.11,-0.146,Orange
-1.162,0.457,-1.526,0.76,Banana
1.595,1.045,-0.921,-0.57,Apple
0.712,-1.195,0.69,1.182,Watermelon
0.687,-0.447,-0.736,-0.43,Lemon
1.259,-0.642,0.568,1.142,Watermelon
1.051,-0.894,-0.279,0.4,Orange
0.288,-1.333,-0.887,-0.602,Lemon
1.103,-1.16,1.352,0.999,Watermelon
0.966,-1.466,1.637,0.983,Watermelon
1.573,-0.818,-0.709,-1.197,Grape
1.637,-0.608,1.297,0.746,Watermelon
1.267,-0.287,-0.733,-0.443,Lemon
1.324,-1.69,0.101,0.158,Orange
0.403,-1.767,-0.483,-0.897,Lemon
-1.556,1.13,-0.539,0.223,Banana
1.415,-0.768,0.519,0.806,Watermelon
0.978,-1.197,-0.313,-0.644,Lemon
1.252,-0.45,-1.087,-0.757,Grape
-0.156,-1.38,-0.762,-0.09,Lemon
-1.506,0.988,-0.889,0.387,Banana
0.965,-1.217,-0.386,0.141,Orange
0.759,0.244,-0.137,0.224,Apple
0.632,-0.524,-0.118,-0.605,Orange
-1.246,0.738,-0.941,0.237,Banana
1.387,-0.703,-0.841,-0.697,Orange
1.215,0.82,-0.361,-0.109,Apple
1.3,-1.432,0.222,0.96,Watermelon
0.701,-0.977,-0.331,-0.541,Orange
-0.27,1.006,-1.201,0.336,Banana
1.185,-1.221,1.812,0.467,Watermelon
0.491,-1.56,1.001,1.166,Watermelon
0.884,-0.836,-0.14,-0.326,Orange
1.15,-1.069,0.857,0.826,Watermelon
1.082,-0.574,-0.722,-0.368,Orange
1.057,1.615,-0.149,-0.584,Apple
0.277,-0.655,-0.71,-0.931,Lemon
1.355,-0.892,0.582,0.531,Watermelon
0.241,-1.218,-0.193,0.136,Orange
1.149,-1.457,0.901,1.5,Watermelon
0.821,-0.731,-0.074,0.066,Orange
1.151,-0.735,-0.819,0.33,Orange
0.368,-0.491,-1.017,-1.219,Grape
0.659,-0.808,-0.02,-0.236,Orange
0.499,-0.552,-0.748,-0.515,Lemon
0.929,-0.135,0.706,1.291,Watermelon
